Table_Name,Table_ID,Field_ID,Field_Name,Field_Type,Is_Linked_Field,Linked_Table_ID,Linked_Table
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fld1lTRyqcY8e9P7I,Import_Source,url,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fld2ew4MxZsG8dRyS,Import_ID,multilineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fld4VGK2ucSActwq5,Created_Time,dateTime,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fld613WmK1wosqP9m,Status,singleSelect,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldBSwsf6IONba5EP,Item_Count,singleLineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldcCaT16pTVYybay,Sheet_File_ID,singleLineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldCX5zEJmpFYAorv,Module,singleSelect,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldCYTyE5PYrGwnMq,Assessment_Banks,multipleRecordLinks,checked,tblwgM7tZ0e1sEpfX,Assessment_Banks
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldDfhQ4Ue2uIfUPh,Google_Sheet_Created,url,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldFCEuMcoOq30Gbz,School_Year,singleLineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldGtL2bro7SE4NXr,Assessment_Bank_AT_ID (from Assessment_Banks),singleLineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldh5X9koidGFVKEU,Imported_File_ID_Formula,multilineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldIRDwHeOiCHQuJc,File_Name,singleLineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldJRa336RXfDjvhe,Imported_File,url,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldk6JLLBHJQ6jTkY,School_Label,singleLineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldmGZ9B9EYBmVPJd,Assessment_Label,multilineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldNqvWY75Z36jESH,Grade,singleSelect,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldOfhvGa1EmMOm16,Assessment_Import_Link,singleLineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldqtFbnWpqHSmGNZ,School_Link,multipleRecordLinks,checked,tblTyVLW0R8MxmQ0S,Schools
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldruNFDzlWnwQnU9,Date_Initiated,dateTime,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldT2RUmUrjLhhyzk,Imported_At,dateTime,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldu9THTzQX6XXTss,First_Item_Column (from Assessment_Banks),singleLineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldwF3ZhxiV73YXyJ,Responses_Imported,number,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldwz7a6p98w3jiPJ,Last_Item_Column_Letter (from Assessment_Banks),singleLineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldYl1b3DBJiDX6CS,Added_By,multipleRecordLinks,checked,tblWQJewTlrkfypPP,Users_Sync
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldYte1IRrCOXW6fe,School_Year_Select,singleSelect,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldzKpGiyyKI7c33p,Last_Item_Column (from Assessment_Banks),singleLineText,,,
Assessment_Import_Log,tblaMuFVHtzyyKKqB,fldZKtaTLt1eFR8tx,End_Row,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld19afWwfzVf4noz,RegionFull_Credit_All,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld1qCHtBndO1Ma8D,City_Blanks_Count,multipleLookupValues,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld2GLtveYmX322bP,School_Item_Source_AT_ID,multilineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld2IxrtTUrEMCEms,Region_Item_Results_Link,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld3zrUYXYEeIa0xe,Assessment_ID,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld5IkDlw81FR638S,Check_School_Item_Key,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld5Nyz8hZ0D4WNve,Partial_Credit_Count,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld5vlPHD4IUim1a8,Region_Link (from School_Link),singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld6v8gGkXI1lVMHl,Automation_Run,dateTime,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld77P2fndsxGqn1c,Last_Modified,dateTime,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld7P1YcQaikX1HeB,Full_Credit_Open_Count,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fld7VV8S25u0uiT9Q,Respondents,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldb4dVkuoYLBWbuD,School_AT_ID,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldD6EAb6GozGjqsf,Region_N,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,flddA4i2p2JdF8DKi,City_Full_Credit_Count,multipleLookupValues,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldeEmFYjLwiWx5QF,City_Lookup,multipleLookupValues,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldEmGDLIeJpnuDIZ,City_Partial_Credit_Count,multipleLookupValues,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldETjdbzxQmtm149,City_Item_Results_Key,formula,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldFPi8d120rQMElg,Full_Credit_Open,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldG2JUEaNC0Asagv,School_Link,multipleRecordLinks,checked,tblTyVLW0R8MxmQ0S,Schools
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldgOwOfCCQw50Nmr,Standards_Tags,multipleSelects,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldhhLh7HcCwLdJhS,Assessment_Publication_Key_Formula,multilineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldI8LVeYcxxwH4oj,Percent_Correct,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldidvBGJbJ5aTZ1a,Full_Credit_All,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldIR5OFrEBt0P5pY,Network Blank,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldiyTg1ruxwhAjZC,Item_Responses,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldJ5GPs6CKT6LulI,Standards_Code (from Assessment_Item_Link),singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldJcIowyykd418Fz,Domain (from Assessment_Item_Link),multipleSelects,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldKCxFVMur7bLgfl,Publication_Status,multipleSelects,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldKjJwjAdeZCNYya,Assessment_Item_Link,multipleRecordLinks,checked,tblqIgPFR3mCHjQRo,Assessment_Items
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldkSbSAxbBO6RFFt,City_Full_Credit_Percent,multipleLookupValues,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldkUaIpDnD9Ge9HT,Region_Item_Results_Key,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldkZKOnuyT4zk56m,School_Item_Analysis_AT_ID,multilineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldlDIPg5ohx87xXR,Full_Credit_Count,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldm5kBcsggIZI4m4,N_Correct,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldMt9WkdRll7Yr4D,School_Item_Result_Key,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldMuR0OYFkFwEOui,School_Item_Result_Key_Formula,multilineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldMyawKcGEWcUXtT,Region_Partial_Credit,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldn1K17VVXfaO3u5,Assessment_Bank_Report_AT_ID,multipleLookupValues,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldn7iutHNx5nr3m3,City_Partial_Credit_Percent,multipleLookupValues,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldnGODqPtEypnQPp,Network Partial Credit,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldnQB54LIKCICQqT,Domain_Tags,multipleSelects,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldNSbG2o2xCP6oOK,Region_Link,multipleRecordLinks,checked,tblKXWbABAC2WoXCn,Regions
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldONzntDtYxDgbb3,City,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldpTwdgfRgfVENiu,Assessment_Publication_Link,multipleRecordLinks,checked,tblVFHu4KLIIZCRVj,Assessment_Publication_Log
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldqlF35ad1XTaRi5,Region_Txt,multipleLookupValues,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldqSxriQELHxSqsQ,Network N,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldqZVWwPc7LUXNLN,Item_Order,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldRGu38Bm8ZqWV23,Region_Blanks_Percent,multipleLookupValues,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldRmuiwo3hetbvQ5,Assessment_Bank,multipleRecordLinks,checked,tblwgM7tZ0e1sEpfX,Assessment_Banks
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldScVtiJbaMjjCJ1,Item_Extract,multilineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldSifvv1SWxVC3fS,City_Item_Responses,multipleLookupValues,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldsuwSZpJfmUeT8p,Check_Region_Item_Result_Key,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldSyZFMH3IYhWiIi,Item_Type,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldtQ7mvEIWHd9Bha,Result_Status,singleSelect,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldupwyNYwqWye9E9,Partial_Credit,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldVx8ta982vOfUNV,Assessment_Results_City_Item,multipleRecordLinks,checked,tblYFvQSCkdYt6wMS,Assessment_Results_City_Item
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldw2igYy3m9u3cxk,Full_Credit_All_Count,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldWOsbBt2jqCZnaI,Region_Blanks_Count,multipleLookupValues,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldxdSVWkVGWgFfH5,Assessment_Bank_Source_AT_ID,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldxt1Q6yd9mF7i6I,Assessment_Results_Region_Item,multipleRecordLinks,checked,tblABodO1pkPkYU5F,Assessment_Results_Region_Item
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldyXVnX2HhBjvndx,Blanks,number,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldza7xwuEe8Oeb6Q,Network Full Credit,singleLineText,,,
Assessment_Results_School_Item,tblD7Kjxmno3JuhAk,fldZqTwoROCGAxWlg,School_Extract,singleLineText,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fld0kLaVjMQ0Bxo55,Item_Extract,formula,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fld0SC0cYFdBqldpZ,Question_Type,multipleLookupValues,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fld2kOIEYUrFD0qjk,Standards_Tags,multipleSelects,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fld3kOL8t3aoGm5zw,Survey_School_Item_Results,multipleRecordLinks,checked,tblwEdi9EQhCsixNd,Survey_School_Item_Results
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fld3RuhI7BZoymNtz,City_Link,multipleRecordLinks,checked,tblAb2YQJ4bggKx37,Cities
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fld4sd5jliBJubNZO,City_Top_2,rollup,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fld57YsfYKIifgZMA,City_Top_3,rollup,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fld5fbp3mJ64V2rqo,City_Item_Responses,rollup,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fld7J8F5ZwjWbIGUM,City_Blanks,rollup,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fld9PSPfBZcQxc6ps,City_Top_2_Percent,formula,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldAXj963yQBDY06i,Item_Type,multipleSelects,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldb6td765JKlZpZk,Standards_Code (from Assessment_Item_Link),singleLineText,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldfRS2RCmlSLzOGO,Region_Txt (from Survey_School_Item_Results),rollup,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldH7JnSOYfOh8IAG,Region_Link,multipleRecordLinks,checked,tblKXWbABAC2WoXCn,Regions
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldHkMcQhgINpG9pi,City_Top_1_Percent,formula,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldNgOYBAvjWGSIHS,City_Top_1,rollup,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldpu0hjxU6Zx1hN6,Domain_Tags,multipleSelects,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldRMxNkRh6DKqjVr,Survey_Item_Link,multipleRecordLinks,checked,tbl9lguOzNO8VjMvY,Survey_Items
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldSDOsjFJ8Nwr7km,Domain (from Assessment_Item_Link),singleLineText,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,flduKxvmUrAwlylyH,City_Respondents,rollup,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldwOmeyX9HxKURMN,City_Link (from Survey_School_Item_Results),rollup,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldxqF4Zw1srpX40h,City_Item_Result_Key,singleLineText,,,
Survey_City_Item_Results,tblDtbKXeIFK9FxJF,fldzQbCADtrii5VLn,City_Top_3_Percent,formula,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld19zc0ilYxp0U5e,Sound_Financial_Decisions_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld1CZcyIey9XFlre,Value_Diversity,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld2cDxsmUTMy3G8U,Postsec_Goals_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld2cqLT7xBE5MCjo,Set_Goals_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld2jC5UTGzm2e5Iy,Plan_Prosperous_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld2nduDtu9Q4VMZc,Financial_Literacy_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld3SDTj86Ouf1BJC,Network_Support_Top3,number,,,
